lng	lat	fecha	evento	domicilio
-62.264374	-38.715397	2007/05/30 10:15:00	3	MITRE 0
-62.299876	-38.707755	2007/05/30 10:35:00	5	ENRIQUE JULIO esq. ALMAFUERTE
-62.293533	-38.720326	2007/05/30 10:40:00	5	MENDOZA 1200
-62.237918	-38.734465	2007/05/30 11:06:00	11	JUAN BAUTISTA ALBERDI 2100
-62.275241	-38.735628	2007/05/30 11:30:00	6	UNDIANO esq. TTE FARIAS
-62.271465	-38.711706	2007/05/30 11:33:00	0	ZELARRAYAN esq. ELISEO CASANOVA
-62.263399	-38.710475	2007/05/30 12:26:00	0	AVDA ALEM esq. 19 DE MAYO
-62.237547	-38.731729	2007/05/30 12:31:00	3	RASTREADOR FOURNIER 3000
-62.257843	-38.709563	2007/05/30 12:52:00	14	SARMIENTO 6000
-62.294174	-38.731735	2007/05/30 13:17:00	3	BLANDENGUES 1800
-62.256185	-38.732873	2007/05/30 13:46:00	3	NEUQUEN 3000
-62.264427	-38.718109	2007/05/30 14:08:00	0	VALENTIN ALSINA 0
-62.28804	-38.718616	2007/05/30 14:23:00	3	DR SIXTO LASPIUR 9000
-62.28804	-38.718616	2007/05/30 14:24:00	3	DR SIXTO LASPIUR 9000
-62.267452	-38.757232	2007/05/30 14:29:00	3	TARAPACA 2100
-62.244059	-38.738948	2007/05/30 15:10:00	3	BROWN 2100
-62.289984	-38.706955	2007/05/30 15:12:00	3	CASTELLI esq. CNEL MALDONADO
-62.229146	-38.728319	2007/05/30 15:18:00	15	SEN MANUEL LAINEZ esq. MARIANO NECOCHEA
-62.260459	-38.752499	2007/05/30 15:26:00	3	EMILIO ROSAS 2100
-62.289415	-38.703891	2007/05/30 16:06:00	6	VIEYTES 1800
-62.254051	-38.711435	2007/05/30 16:07:00	3	3 DE FEBRERO 0
-62.268012	-38.721848	2007/05/30 17:33:00	3	SAAVEDRA 0
-62.243706	-38.745787	2007/05/30 17:42:00	3	THOMPSON 2400
-62.247517	-38.77387	2007/05/30 17:42:00	3	JORGE E CANNING esq. MARTINA CESPEDES
-62.266557	-38.74729	2007/05/30 17:56:00	3	TIERRA DEL FUEGO 1500
-62.296298	-38.720438	2007/05/30 18:09:00	0	DON BOSCO esq. ENTRE RIOS
-62.278229	-38.706408	2007/05/30 18:46:00	8	ZELARRAYAN 1200
-62.237918	-38.734465	2007/05/30 19:11:00	11	JUAN BAUTISTA ALBERDI 2100
-62.257225	-38.71754	2007/05/30 20:19:00	6	LAVALLE esq. DORREGO
-62.244172	-38.743528	2007/05/30 20:19:00	3	DARREGUEIRA 2400
-62.255522	-38.71979	2007/05/30 20:25:00	6	GRAL DANIEL CERRI esq. BRANDSEN
-62.281786	-38.730435	2007/05/30 20:44:00	3	AVDA COLON 1200
-62.271564	-38.755806	2007/05/30 20:55:00	3	HONDURAS 2400
-62.288422	-38.733186	2007/05/30 21:21:00	11	PAMPA CENTRAL 0
-62.280559	-38.707408	2007/05/30 21:19:00	3	ESTOMBA 1200
-62.292842	-38.721475	2007/05/30 21:27:00	3	CNEL CHARLONE 1200
-62.24908	-38.735094	2007/05/30 21:31:00	3	BROWN 1800
-62.236687	-38.734406	2007/05/31 00:14:00	3	MARIANO NECOCHEA 3000
-62.23915	-38.709883	2007/05/31 00:23:00	3	LAUDELINO CRUZ 1800
-62.247412	-38.749654	2007/05/31 00:38:00	3	CHILE 0
-62.288422	-38.733186	2007/05/31 00:49:00	11	PAMPA CENTRAL 0
-62.261555	-38.733637	2007/05/31 01:11:00	3	MISIONES 3000
-62.272669	-38.716705	2007/05/31 02:32:00	3	VIEYTES 3000
-62.280839	-38.715768	2007/05/31 02:42:00	0	VIAMONTE esq. JUAN MOLINA
-62.289313	-38.724432	2007/05/31 04:48:00	3	BOLIVIA 6000
-62.265316	-38.727679	2007/05/31 08:25:00	0	UNDIANO 3000
-62.277141	-38.707194	2007/05/31 09:06:00	8	ZELARRAYAN 9000
-62.237238	-38.741497	2007/05/31 09:31:00	3	CHICLANA 2400
-62.270142	-38.712371	2007/05/31 10:48:00	3	CARONTI 0
-62.240019	-38.710134	2007/05/31 11:34:00	3	ESTACION ALGARROBO 6000
-62.249196	-38.73041	2007/05/31 11:36:00	11	MAIPU 1500
-62.273766	-38.74095	2007/05/31 11:43:00	3	CUBA 1500
-62.26908	-38.720233	2007/05/31 11:45:00	3	AVDA COLON 0
-62.256615	-38.708507	2007/05/31 12:05:00	0	FUERTE ARGENTINO esq. SARMIENTO
-62.307324	-38.696916	2007/05/31 12:10:00	3	TERRADA 3000
-62.265783	-38.749515	2007/05/31 12:26:00	0	EMILIO ROSAS esq. MEJICO
-62.26143	-38.707117	2007/05/31 12:51:00	3	11 DE ABRIL 6000
-62.267402	-38.720603	2007/05/31 13:44:00	6	BROWN esq. O HIGGINS
-62.301444	-38.733189	2007/05/31 14:19:00	3	BELISARIO ROLDAN 2100
-62.278785	-38.706115	2007/05/31 14:20:00	8	HUMBERTO PRIMO 0
-62.261569	-38.706168	2007/05/31 14:26:00	9	CARONTI 6000
-62.266715	-38.780731	2007/05/31 15:13:00	6	JOSE AVENENTE 3600
-62.309079	-38.719057	2007/05/31 15:48:00	3	CHACO 1800
-62.262147	-38.706455	2007/05/31 15:50:00	9	CARONTI 6000
-62.273854	-38.724427	2007/05/31 15:56:00	3	ITALIA 0
-62.273597	-38.712772	2007/05/31 16:56:00	3	ESTOMBA 6000
-62.296845	-38.711157	2007/05/31 17:06:00	3	INGLATERRA 6000
-62.275217	-38.708744	2007/05/31 17:54:00	3	ZELARRAYAN 9000
-62.309418	-38.715492	2007/05/31 18:24:00	1	JUJUY 2100
-62.302735	-38.69986	2007/05/31 18:29:00	0	DR PAUL HARRIS esq. SGTO FABIAN GONZALEZ
-62.266244	-38.721439	2007/05/31 19:03:00	16	DONADO 0
-62.291436	-38.731264	2007/05/31 20:12:00	1	PTE ROCA 1800
-62.299335	-38.721495	2007/05/31 20:23:00	3	CATAMARCA 1200
-62.245749	-38.758715	2007/05/31 20:59:00	0	GRAL WENCESLAO PAUNERO esq. ISLAS ORCADAS
-62.264757	-38.651656	2007/05/31 21:25:00	0	CAMINO SESQUICENTENARIO (ENTRE RUTA 33 esq. WAL
-62.232692	-38.739562	2007/05/31 21:34:00	3	HUAURA 3000
-62.275169	-38.67737	2007/05/31 21:40:00	3	FORTINERO 3000
-62.247211	-38.713343	2007/05/31 21:48:00	3	CHARCAS 9000
-62.291842	-38.683139	2007/05/31 21:50:00	3	AVDA ALEM 3000
-62.255483	-38.714148	2007/05/31 22:40:00	3	AMERICO VESPUCIO 0
-62.288646	-38.718156	2007/05/31 22:45:00	0	CNEL CHARLONE esq. DR SIXTO LASPIUR
-62.312219	-38.715222	2007/05/31 22:45:00	3	CARLOS DI SARLI 1800
-62.264427	-38.718109	2007/05/31 23:15:00	3	VALENTIN ALSINA 0
-62.276448	-38.710574	2007/06/01 00:18:00	19	ESTOMBA 9000
-62.26338	-38.710502	2007/06/01 01:55:00	0	AVDA ALEM 3000
-62.305559	-38.689948	2007/06/01 01:54:00	3	EDUARDO GUTIERREZ 0
-62.280753	-38.680756	2007/06/01 05:48:00	3	CARLOS GUIDO SPANO 2700
-62.270178	-38.785243	2007/06/01 06:06:00	12	JOSE M CARREGA esq. JOSE AVENENTE
-62.27116	-38.784847	2007/06/01 06:14:00	12	JOSE M CARREGA esq. JUAN PLUNKETT
-62.251427	-38.756369	2007/06/01 07:04:00	3	CNEL NICOLAS GRANADA 2700
-62.264738	-38.7134	2007/06/01 08:22:00	0	ALVARADO esq. CORONEL MARTINIANO RODRIGUEZ
-62.412863	-38.70473	2007/06/01 08:22:00	3	SARMIENTO 1200
-62.228553	-38.751249	2007/06/01 09:02:00	3	LORENZO MASCARELLO 0
-62.287648	-38.724012	2007/06/01 09:05:00	3	AVELLANEDA 6000
-62.286909	-38.745491	2007/06/01 10:01:00	13	CNEL VIDAL 6000
-62.256613	-38.781153	2007/06/01 10:03:00	13	JORGE E CANNING 3000
-62.275743	-38.768577	2007/06/01 10:05:00	13	DIONISIO BRIHUEGA 2400
-62.240223	-38.729643	2007/06/01 10:27:00	1	CHACABUCO 1800
-62.261566	-38.72197	2007/06/01 10:37:00	6	CHICLANA 3000
-62.323063	-38.713274	2007/06/01 11:58:00	3	PACIFICO 2700
-62.232177	-38.737425	2007/06/01 12:08:00	3	CASTELAR esq. MISIONEROS
-62.267122	-38.717063	2007/06/01 12:24:00	6	SARMIENTO 0
-62.247963	-38.774235	2007/06/01 12:23:00	3	JORGE E CANNING 2400
-62.25176	-38.710832	2007/06/01 12:34:00	3	CERVANTES 3000
-62.238909	-38.746544	2007/06/01 12:49:00	5	BERUTI 2700
-62.300804	-38.697739	2007/06/01 13:29:00	3	DR ADOLFO BILDER EX LOS AROMOS 2700
-62.282665	-38.700868	2007/06/01 13:46:00	11	1 DE MARZO 0
-62.235948	-38.719175	2007/06/01 14:10:00	3	AVDA GARIBALDI esq. D ORBIGNY
-62.263619	-38.719255	2007/06/01 14:17:00	3	BELGRANO 0
-62.247762	-38.738998	2007/06/01 14:18:00	3	INDEPENDENCIA 1800
-62.29357	-38.711694	2007/06/01 14:42:00	9	CMTE ANTONIO MANUEL DE MOLINA 6000
-62.294214	-38.712222	2007/06/01 14:47:00	0	ALMAFUERTE esq. MANUEL MOLINA
-62.273096	-38.69854	2007/06/01 15:05:00	4	AVDA ALEM 1500
-62.272641	-38.753161	2007/06/01 15:15:00	3	ESTADOS UNIDOS 2100
-62.258486	-38.732952	2007/06/01 15:29:00	6	MONTEVIDEO 3000
-62.2666	-38.783582	2007/06/01 15:28:00	6	JUAN SICHES 3600
-62.288748	-38.724871	2007/06/01 16:13:00	6	BOLIVIA 6000
-62.296916	-38.697526	2007/06/01 16:33:00	3	POSTA ROLANDO 2400
-62.274841	-38.749856	2007/06/01 16:38:00	3	RIO NEGRO 2100
-62.290861	-38.697007	2007/06/01 16:44:00	0	ZELARRAYAN 2400
-62.31215	-38.717579	2007/06/01 17:02:00	11	MARTIN GIL 2100
-62.23094	-38.725766	2007/06/01 16:59:00	6	HUMBOLDT 1800
-62.281558	-38.733753	2007/06/01 17:02:00	11	DONADO 1500
-62.291822	-38.71685	2007/06/01 17:29:00	3	ENTRE RIOS 9000
-62.265206	-38.75368	2007/06/01 17:33:00	0	GRAL ARIAS 2100
-62.278044	-38.72047	2007/06/01 18:06:00	2	PTE ROCA 3000
-62.283985	-38.748628	2007/06/01 18:52:00	3	CUBA 2400
-62.310873	-38.684421	2007/06/01 19:11:00	3	ESTOMBA 4200
-62.255312	-38.779367	2007/06/01 19:35:00	3	SEBASTIAN ELCANO 3600
-62.25529	-38.779383	2007/06/01 19:50:00	3	SEBASTIAN ELCANO 3600
-62.293557	-38.700703	2007/06/01 20:58:00	0	CARLOS DI SARLI esq. VIEYTES
-62.285046	-38.720928	2007/06/01 21:41:00	3	DR SIXTO LASPIUR esq. CNEL THOMAS HOLDICH
-62.393945	-38.716969	2007/06/01 22:35:00	1	GUILLERMO SILVANI 0
-62.265998	-38.718553	2007/06/02 00:24:00	0	CHICLANA 0
-62.289124	-38.722912	2007/06/02 00:40:00	3	AVELLANEDA 6000
-62.264681	-38.74198	2007/06/02 01:01:00	3	CNEL RAMON L FALCON 1200
-62.262874	-38.703936	2007/06/02 03:38:00	0	AVDA GRAL URQUIZA 6000
-62.274214	-38.738362	2007/06/02 04:50:00	3	25 DE MAYO 1500
-62.271653	-38.700845	2007/06/02 06:01:00	0	CORDOBA 6000
-62.274089	-38.754346	2007/06/02 08:40:00	3	ESTADOS UNIDOS 2400
-62.267252	-38.740008	2007/06/02 08:48:00	9	MONTEVIDEO esq. CNEL RAMON L FALCON
-62.267802	-38.729091	2007/06/02 09:25:00	7	ITALIA 3000
-62.290052	-38.717096	2007/06/02 11:03:00	2	DR SIXTO LASPIUR 9000
-62.290052	-38.717096	2007/06/02 11:07:00	3	DR SIXTO LASPIUR 9000
-62.232428	-38.724326	2007/06/02 11:15:00	9	MATHEU 1200
-62.269845	-38.707099	2007/06/02 11:44:00	3	ZAPIOLA 6000
-62.263431	-38.735152	2007/06/02 11:45:00	3	MISIONES 6000
-62.28572	-38.743356	2007/06/02 11:51:00	3	UNDIANO 2400
-62.227938	-38.737429	2007/06/02 12:00:00	0	SOCRATES esq. GUARDIA VIEJA
-62.239475	-38.733275	2007/06/02 12:08:00	0	JUAN BAUTISTA ALBERDI esq. RASTREADOR FOURNIER
-62.233664	-38.723682	2007/06/02 12:11:00	9	HUMBOLDT 1800
-62.279575	-38.725142	2007/06/02 12:23:00	6	RONDEAU esq. DR SIXTO LASPIUR
-62.242202	-38.735486	2007/06/02 13:02:00	0	MAIPU esq. RASTREADOR FOURNIER
-62.286781	-38.745587	2007/06/02 13:31:00	10	CNEL VIDAL 6000
-62.276288	-38.725956	2007/06/02 15:11:00	6	AVDA COLON 6000
-62.277337	-38.726849	2007/06/02 15:19:00	6	AVDA COLON esq. DR SIXTO LASPIUR
-62.307193	-38.70406	2007/06/02 15:19:00	3	DR SIXTO LASPIUR 2700
-62.292727	-38.728218	2007/06/02 16:07:00	3	JUJUY 6000
-62.298888	-38.731221	2007/06/02 16:13:00	3	BELISARIO ROLDAN 2100
-62.255756	-38.707783	2007/06/02 16:37:00	6	SARMIENTO esq. CERRITO
-62.317264	-38.713908	2007/06/02 16:36:00	1	NICOLAS PIREZ 1800
-62.224612	-38.717821	2007/06/02 16:41:00	6	EL CALDEN 1800
-62.270863	-38.712954	2007/06/02 16:49:00	3	CARONTI 0
-62.300804	-38.697739	2007/06/02 16:38:00	3	DR ADOLFO BILDER EX LOS AROMOS 2700
-62.224351	-38.730098	2007/06/02 17:01:00	3	CACIQUE VENANCIO 1200
-62.270652	-38.706378	2007/06/02 17:36:00	3	ZAPIOLA 6000
-62.196406	-38.721036	2007/06/02 17:39:00	3	GREGORIO DE LAFERRERE 3300
-62.276054	-38.737223	2007/06/02 18:08:00	3	TANDIL 6000
-62.282084	-38.705611	2007/06/02 18:35:00	3	ALEJANDRO AGUADO 0
-62.307821	-38.721583	2007/06/02 19:17:00	3	SANTA CRUZ 1500
-62.300099	-38.696373	2007/06/02 20:27:00	6	VIEYTES esq. RICARDO GUIRALDES
-62.249355	-38.717246	2007/06/02 20:37:00	3	GARAY 6000
-62.276042	-38.770082	2007/06/02 21:15:00	10	JUAN BAUTISTA CABRAL 2400
-62.277605	-38.711486	2007/06/02 21:14:00	19	BRAVARD 0
-62.30643	-38.690648	2007/06/02 22:13:00	3	EDUARDO GUTIERREZ 0
-62.231258	-38.726712	2007/06/02 22:43:00	0	SEN MANUEL LAINEZ esq. RASTREADOR FOURNIER
-62.293894	-38.715068	2007/06/02 23:19:00	3	BRASIL 9000
-62.237331	-38.734916	2007/06/02 23:25:00	0	MARIANO NECOCHEA esq. JUAN BAUTISTA ALBERDI
-62.310447	-38.715273	2007/06/03 01:36:00	3	DR ADRIAN MORADO VERES 1500
-62.277021	-38.714419	2007/06/03 02:18:00	3	CNEL THOMAS HOLDICH 0
-62.270339	-38.702555	2007/06/03 03:40:00	3	AVDA ALEM 1200
-62.247296	-38.759333	2007/06/03 04:05:00	3	ISLAS ORCADAS 1200
-62.23932	-38.731808	2007/06/03 05:44:00	3	CASTELAR 1800
-62.335093	-38.678407	2007/06/03 06:16:00	1	LUCIA MIRANDA esq. 9 DE JULIO
-62.273582	-38.716035	2007/06/03 06:32:00	0	VIEYTES 3000
-62.328222	-38.675995	2007/06/03 08:48:00	3	CASILDA IGARZABAL DE RODRIGUEZ PE��A 0
-62.241718	-38.713152	2007/06/03 10:01:00	3	JUAN BAUTISTA BAIGORRIA 6000
-62.307097	-38.698124	2007/06/03 11:26:00	3	MANZANA DE LAS LUCES 3000
-62.2487	-38.734055	2007/06/03 11:33:00	11	ESTADOS UNIDOS esq. LUIS MARIA DRAGO
-62.249948	-38.735001	2007/06/03 13:38:00	3	ESTADOS UNIDOS 0
-62.306855	-38.704814	2007/06/03 14:01:00	3	FRAY MAMERTO ESQUIU 9000
-62.225281	-38.73526	2007/06/03 14:45:00	3	SAN LORENZO esq. GUARDIA VIEJA
-62.227995	-38.725716	2007/06/03 15:08:00	3	PUNTA ALTA 1500
-62.274841	-38.749856	2007/06/03 15:34:00	3	RIO NEGRO 2100
-62.297383	-38.693221	2007/06/03 15:59:00	3	AYACUCHO 2700
-62.268354	-38.704576	2007/06/03 16:13:00	0	AVDA ALEM 9000
-62.298864	-38.720806	2007/06/03 16:16:00	3	PARANA 1500
-62.294804	-38.724942	2007/06/03 16:26:00	3	CATAMARCA 9000
-62.255474	-38.734878	2007/06/03 16:35:00	3	DARREGUEIRA 1200
-62.251369	-38.719799	2007/06/03 16:45:00	3	AZARA 3000
-62.254412	-38.77939	2007/06/03 17:55:00	3	JORGE E CANNING 3000
-62.243797	-38.708759	2007/06/03 18:34:00	3	YAPEYU 1500
-62.265655	-38.718831	2007/06/03 19:08:00	8	CHICLANA 0
-62.250347	-38.757202	2007/06/03 20:36:00	3	CNEL NICOLAS GRANADA 3000
-62.240175	-38.709678	2007/06/03 20:05:00	1	GARAY 1800
-62.264427	-38.718109	2007/06/03 21:15:00	3	VALENTIN ALSINA 0
-62.293113	-38.697759	2007/06/03 22:02:00	0	ESTOMBA esq. POLIDORO COULIN
-62.260196	-38.749387	2007/06/03 22:17:00	3	VENEZUELA 1200
-62.228216	-38.729024	2007/06/03 22:21:00	0	SEN MANUEL LAINEZ esq. TOMAS GODOY CRUZ
-62.308046	-38.70622	2007/06/03 22:43:00	3	ISLAS MALVINAS 2400
-62.38996	-38.720813	2007/06/03 23:22:00	3	MARIANO MORENO 6000
-62.248601	-38.756067	2007/06/04 01:40:00	3	LA NI��A 1200
-62.241388	-38.738176	2007/06/04 06:46:00	0	MARIANO NECOCHEA esq. 1810
-62.273614	-38.755153	2007/06/04 08:36:00	3	MEJICO 2400
-62.282463	-38.700794	2007/06/04 09:31:00	3	1 DE MARZO 0
-62.227276	-38.729742	2007/06/04 09:36:00	4	SEN MANUEL LAINEZ 2400
-62.272957	-38.705876	2007/06/04 09:37:00	0	PERU 3000
-62.234804	-38.732183	2007/06/04 09:39:00	6	SOCRATES 2100
-62.257591	-38.72505	2007/06/04 11:06:00	4	CHICLANA 6000
-62.284238	-38.729643	2007/06/04 11:24:00	3	DON BOSCO 0
-62.290195	-38.726814	2007/06/04 11:45:00	5	LIBANO esq. PATRICIOS
-62.269363	-38.750586	2007/06/04 12:16:00	6	ESTADOS UNIDOS esq. GRAL ARIAS
-62.260597	-38.725712	2007/06/04 13:01:00	0	BROWN esq. PUEYRREDON
-62.234926	-38.720333	2007/06/04 13:03:00	6	D ORBIGNY 1500
-62.268136	-38.716106	2007/06/04 13:06:00	0	CORONEL MARTINIANO RODRIGUEZ 0
-62.276047	-38.768316	2007/06/04 13:26:00	0	DIONISIO BRIHUEGA 2400
-62.264166	-38.749117	2007/06/04 13:36:00	9	TIERRA DEL FUEGO esq. LOS PATOS
