lng	lat	fecha	evento	domicilio
-62.283612	-38.749628	2009/01/01 18:30:00	3	FELIX FRIAS 900
-62.319722	-38.718008	2009/01/01 20:06:00	3	POLIDORO COULIN 210
-62.262032	-38.775208	2009/01/01 20:25:00	3	JUAN PLUNKETT 300
-62.288922	-38.731128	2009/01/01 21:06:00	3	JUJUY 
-62.344052	-38.695538	2009/01/01 21:08:00	3	RIO ATUEL 510
-62.308772	-38.720398	2009/01/01 21:18:00	3	INGLATERRA 180
-62.260292	-38.707588	2009/01/01 21:24:00	3	SANTO DOMINGO 300
-62.238002	-38.742158	2009/01/01 21:27:00	0	LUIS MARIA DRAGO esq. ESMERALDA
-62.265652	-38.776208	2009/01/01 21:38:00	0	DIONISIO BRIHUEGA esq. MAGALLANES
-62.299932	-38.724418	2009/01/01 21:49:00	0	PAMPA CENTRAL 900
-62.202632	-38.694168	2009/01/01 21:57:00	11	SALLIQUELO 150
-62.297032	-38.733358	2009/01/01 22:36:00	3	PACIFICO 300
-62.320652	-38.715068	2009/01/01 22:58:00	3	PACIFICO 240
-62.229152	-38.728318	2009/01/01 23:01:00	15	MARIANO NECOCHEA esq. SEN MANUEL LAINEZ
-62.246072	-38.723948	2009/01/01 23:13:00	11	INT AGUSTIN DE ARRIETA 600
-62.305732	-38.700588	2009/01/01 23:22:00	3	RICARDO GUIRALDES 600
-62.290622	-38.709358	2009/01/02 00:56:00	3	CMTE ANTONIO MANUEL DE MOLINA 300
-62.255702	-38.780428	2009/01/02 02:19:00	3	JORGE E CANNING 300
-62.305902	-38.718178	2009/01/02 03:07:00	3	JUJUY 150
-62.228992	-38.733578	2009/01/02 03:51:00	3	BALBOA 240
-62.309552	-38.714518	2009/01/02 06:58:00	6	DR ADRIAN MORADO VERES 150
-62.302382	-38.699558	2009/01/02 07:25:00	3	SGTO FABIAN GONZALEZ 300
-62.257052	-38.725478	2009/01/02 07:37:00	0	CHICLANA E ING 
-62.264972	-38.776748	2009/01/02 08:20:00	3	DIONISIO BRIHUEGA 330
-62.267262	-38.705798	2009/01/02 10:28:00	3	AVDA ALEM esq. SALTA
-62.250392	-38.755758	2009/01/02 11:22:00	3	GRAL WENCESLAO PAUNERO 270
-62.274792	-38.711848	2009/01/02 11:30:00	3	ESTOMBA 600
-62.307272	-38.705148	2009/01/02 12:00:00	3	FRAY MAMERTO ESQUIU 900
-62.234652	-38.726088	2009/01/02 12:41:00	3	MATHEU 900
-62.272872	-38.721748	2009/01/02 12:44:00	7	MORENO esq. VIAMONTE
-62.308972	-38.717418	2009/01/02 13:30:00	11	PAMPA CENTRAL 180
-62.400372	-38.712758	2009/01/02 13:55:00	2	28 DE SETIEMBRE 300
-62.277032	-38.744688	2009/01/02 15:51:00	0	PEDRO PICO esq. GRAL ARIAS
-62.262372	-38.779678	2009/01/02 16:00:00	3	COLONIA SAN CARLOS 900
-62.295182	-38.709778	2009/01/02 17:59:00	3	9 DE JULIO 180
-62.265412	-38.720738	2009/01/02 18:09:00	6	DONADO 
-62.302022	-38.711948	2009/01/02 18:36:00	3	LUIS JOSE DANIEL HARRINGTON 180
-62.265992	-38.720318	2009/01/02 19:12:00	6	LUIS MARIA DRAGO 
-62.289422	-38.729648	2009/01/02 19:33:00	3	PTE ROCA 150
-62.237802	-38.734558	2009/01/02 19:45:00	11	JUAN BAUTISTA ALBERDI 210
-62.266502	-38.748948	2009/01/02 19:45:00	4	EMILIO ROSAS 180
-62.281372	-38.736988	2009/01/02 20:05:00	3	EMILIO ROSAS 300
-62.295722	-38.676428	2009/01/02 20:31:00	3	WITCOMB 390
-62.250582	-38.720308	2009/01/02 20:39:00	3	JOSE MARIA ARAUJO 600
-62.285682	-38.708508	2009/01/02 21:01:00	0	BRASIL esq. GUEMES
-62.294622	-38.731838	2009/01/02 21:16:00	0	SANTA CRUZ 300
-62.271792	-38.732848	2009/01/02 21:16:00	3	UNDIANO 900
-62.265022	-38.708468	2009/01/02 21:28:00	0	AVDA ALEM esq. CARONTI
-62.312462	-38.714758	2009/01/02 21:44:00	1	PAMPA CENTRAL 210
-62.399642	-38.718518	2009/01/02 23:28:00	6	AVDA MANUEL BELGRANO 
-62.263472	-38.744648	2009/01/03 00:02:00	3	TTE FARIAS 150
-62.264892	-38.718508	2009/01/03 01:24:00	3	VALENTIN ALSINA 
-62.268232	-38.746078	2009/01/03 02:08:00	9	TIERRA DEL FUEGO 150
-62.284492	-38.711688	2009/01/03 02:55:00	3	ENTRE RIOS 300
-62.253522	-38.739648	2009/01/03 03:49:00	3	MEJICO 300
-62.265022	-38.708468	2009/01/03 05:35:00	0	CARONTI esq. AVDA ALEM
-62.248052	-38.725498	2009/01/03 08:51:00	3	INT AGUSTIN DE ARRIETA 300
-62.311732	-38.722748	2009/01/03 09:25:00	1	INGLATERRA 210
-62.235412	-38.731708	2009/01/03 09:31:00	14	SOCRATES 210
-62.277212	-38.725238	2009/01/03 09:46:00	3	ALMAFUERTE esq. MORENO
-62.299442	-38.723958	2009/01/03 09:53:00	11	JUAN LARREA 900
-62.263982	-38.717538	2009/01/03 10:02:00	6	SAN MARTIN 
-62.400442	-38.712588	2009/01/03 10:07:00	3	28 DE SEPTIEMBRE 300
-62.216962	-38.716468	2009/01/03 10:23:00	3	PUNTA ALTA esq. BERTA GASTA��AGA
-62.290832	-38.718178	2009/01/03 10:27:00	11	BELGICA 120
-62.233912	-38.728828	2009/01/03 11:29:00	0	RASTREADOR FOURNIER esq. SAN LORENZO
-62.265532	-38.729098	2009/01/03 12:03:00	3	THOMPSON 600
-62.265322	-38.707658	2009/01/03 14:50:00	3	ELISEO CASANOVA 300
-62.283682	-38.716338	2009/01/03 15:24:00	3	BRAVARD 300
-62.292352	-38.731988	2009/01/03 18:11:00	3	PTE ROCA 180
-62.256842	-38.706798	2009/01/03 18:28:00	8	CERRITO 
-62.287432	-38.738468	2009/01/03 19:41:00	3	PERITO MORENO esq. DONADO
-62.311132	-38.722288	2009/01/03 19:53:00	1	INGLATERRA 210
-62.262012	-38.719678	2009/01/03 20:27:00	6	LAS HERAS 
-62.300522	-38.686198	2009/01/03 22:19:00	0	ALVARADO 330
-62.271282	-38.775418	2009/01/03 22:31:00	19	LAUTARO esq. JAMES HARRIS
-62.283972	-38.746938	2009/01/03 23:59:00	3	ING LUIGGI 240
-62.272792	-38.714528	2009/01/04 00:03:00	6	BLANDENGUES 
-62.394842	-38.716278	2009/01/04 02:03:00	3	ALBERTI esq. GUILLERMO SILVANI
-62.263472	-38.727108	2009/01/04 02:07:00	2	BERUTI 600
-62.296512	-38.695218	2009/01/04 02:11:00	1	ESTOMBA 270
-62.272892	-38.707758	2009/01/04 03:12:00	3	SANTIAGO DEL ESTERO 
-62.325692	-38.715928	2009/01/04 03:16:00	3	COLORADOS DEL MONTE (EX PRONSATO) 270
-62.256092	-38.720238	2009/01/04 04:57:00	0	LA MADRID esq. BRANDSEN
-62.263472	-38.727108	2009/01/04 05:52:00	2	BERUTI 600
-62.277212	-38.725238	2009/01/04 06:20:00	6	ALMAFUERTE esq. MORENO
-62.263402	-38.710478	2009/01/04 06:20:00	6	AVDA ALEM esq. 19 DE MAYO
-62.266162	-38.744388	2009/01/04 07:11:00	6	GRAL WENCESLAO PAUNERO esq. CHUBUT
-62.258692	-38.724188	2009/01/04 07:14:00	6	CHICLANA esq. PUEYRREDON
-62.258692	-38.724188	2009/01/04 07:25:00	3	CHICLANA esq. PUEYRREDON
-62.275142	-38.728558	2009/01/04 07:33:00	3	DONADO esq. ANGEL BRUNEL
-62.267152	-38.741838	2009/01/04 08:35:00	0	TTE FARIAS esq. NEUQUEN
-62.266952	-38.727108	2009/01/04 10:20:00	3	VILLARINO 300
-62.267932	-38.736948	2009/01/04 10:39:00	3	PEDRO PICO 900
-62.280982	-38.737868	2009/01/04 11:32:00	3	EMILIO ROSAS 300
-62.320452	-38.710798	2009/01/04 11:34:00	3	PBRO JUAN BAUTISTA BIGIO 
-62.246312	-38.741708	2009/01/04 12:21:00	3	1810 300
-62.295672	-38.724888	2009/01/04 13:22:00	3	CHANCAY 150
-62.293152	-38.683728	2009/01/04 14:29:00	3	B�� COOP 2 MANZANA 6 CASA 
-62.271922	-38.727848	2009/01/04 15:46:00	3	FITZ ROY 600
-62.391052	-38.716788	2009/01/04 17:54:00	1	MAESTRO SANTOS ALCOLEA 300
-62.204672	-38.691828	2009/01/04 19:37:00	3	14 DE JULIO 450
-62.237802	-38.734558	2009/01/04 20:09:00	9	JUAN BAUTISTA ALBERDI 210
-62.276302	-38.754578	2009/01/04 20:17:00	3	FELIX FRIAS 150
-62.298312	-38.724158	2009/01/04 20:33:00	3	MENDOZA 150
-62.246942	-38.720398	2009/01/04 20:40:00	3	SARRATEA 600
-62.269402	-38.775708	2009/01/04 21:06:00	3	TARIJA 330
-62.391052	-38.716788	2009/01/04 22:35:00	1	MAESTRO SANTOS ALCOLEA 300
-62.269182	-38.685378	2009/01/04 23:41:00	3	INT JOSE D ESPECHE 150
-62.192962	-38.720828	2009/01/05 01:36:00	3	JUAN DEL FRESNO 360
-62.247792	-38.754898	2009/01/05 02:34:00	3	CNEL RAMON L FALCON 300
-62.260622	-38.714908	2009/01/05 04:25:00	0	VALENTIN ALSINA esq. DORREGO
-62.294382	-38.732018	2009/01/05 06:01:00	3	SANTA CRUZ 300
-62.216102	-38.731258	2009/01/05 06:10:00	0	INDIADA esq. RUFINO ROJAS
-62.257592	-38.725048	2009/01/05 06:19:00	0	CHICLANA 600
-62.395972	-38.715628	2009/01/05 06:46:00	3	JUAN JOSE CASTELLI 
-62.265052	-38.743448	2009/01/05 07:33:00	3	TTE FARIAS 120
-62.293712	-38.713368	2009/01/05 07:46:00	7	CORONEL MARTIN RODRIGUEZ 600
-62.265862	-38.776038	2009/01/05 08:48:00	3	DIONISIO BRIHUEGA 300
-62.400372	-38.712758	2009/01/05 09:42:00	3	28 DE SETIEMBRE 300
-62.285772	-38.728438	2009/01/05 10:19:00	0	DON BOSCO esq. GORRITI
-62.270772	-38.721578	2009/01/05 10:27:00	3	AVDA COLON esq. CASTELLI
-62.227462	-38.728428	2009/01/05 11:12:00	6	HUMBOLDT esq. TOMAS GODOY CRUZ
-62.261522	-38.719468	2009/01/05 11:50:00	3	SAN MARTIN 300
-62.280592	-38.701128	2009/01/05 12:08:00	3	ALVARADO 150
-62.267392	-38.734698	2009/01/05 13:11:00	0	ING LUIGGI 600
-62.239362	-38.766568	2009/01/05 14:05:00	1	TIERRA DEL FUEGO 480
-62.403202	-38.712098	2009/01/05 14:21:00	3	SARMIENTO 600
-62.236982	-38.744678	2009/01/05 14:28:00	3	LA PINTA 
-62.221082	-38.721878	2009/01/05 15:43:00	3	MARIANO NECOCHEA 210
-62.296302	-38.720438	2009/01/05 15:49:00	0	ENTRE RIOS esq. DON BOSCO
-62.285812	-38.678538	2009/01/05 17:37:00	1	PEDRO HUGONY 300
-62.237662	-38.735168	2009/01/05 18:13:00	0	MARIANO NECOCHEA 300
-62.236782	-38.744518	2009/01/05 18:28:00	16	BROWN 300
-62.202632	-38.694168	2009/01/05 19:01:00	11	SALLIQUELO 150
-62.247022	-38.732698	2009/01/05 19:02:00	3	REMEDIOS DE ESCALADA DE SAN MARTIN 
-62.268132	-38.710748	2009/01/05 19:57:00	0	ALVARADO 300
-62.404152	-38.711348	2009/01/05 20:03:00	3	ALSINA esq. SARMIENTO
-62.319722	-38.718008	2009/01/05 20:06:00	3	POLIDORO COULIN 210
-62.310082	-38.723868	2009/01/05 20:10:00	3	CMTE ANTONIO MANUEL DE MOLINA 210
-62.296692	-38.729438	2009/01/05 20:56:00	3	BELISARIO ROLDAN 180
-62.308562	-38.721048	2009/01/05 21:04:00	3	SANTA CRUZ 150
-62.259442	-38.709328	2009/01/05 21:08:00	11	CORONEL MARTINIANO RODRIGUEZ 600
-62.231482	-38.723538	2009/01/05 21:37:00	11	MATHEU 150
-62.230762	-38.741788	2009/01/05 21:58:00	3	RIVADAVIA 300
-62.221872	-38.729208	2009/01/05 22:19:00	11	HAITI 270
-62.265802	-38.730658	2009/01/05 22:26:00	11	ITALIA 600
-62.278572	-38.712258	2009/01/05 22:26:00	19	BRAVARD 
-62.267612	-38.732758	2009/01/05 22:28:00	3	ANGEL BRUNEL 600
-62.238192	-38.728288	2009/01/05 22:30:00	11	NEWTON 180
-62.282552	-38.717768	2009/01/05 23:00:00	11	TUCUMAN 600
-62.248562	-38.729908	2009/01/05 23:01:00	11	AVDA GARIBALDI 
-62.274702	-38.712588	2009/01/05 23:03:00	11	CNEL THOMAS HOLDICH 
-62.261342	-38.733458	2009/01/05 23:03:00	3	MISIONES 300
-62.222912	-38.738438	2009/01/05 23:06:00	11	ARAUCANOS 600
-62.238702	-38.723778	2009/01/05 23:13:00	11	3 DE FEBRERO 150
-62.399232	-38.716678	2009/01/06 00:00:00	6	FRANCISCO DE GURRUCHAGA 
-62.264892	-38.718508	2009/01/06 00:11:00	3	VALENTIN ALSINA 
-62.390432	-38.723468	2009/01/06 01:02:00	3	JUAN JOSE PASSO esq. ALVAREZ JONTE
-62.220302	-38.736348	2009/01/06 02:33:00	3	RINCON 330
-62.338832	-38.703968	2009/01/06 03:21:00	3	ESTACION DE SERVICIO 
-62.256572	-38.780038	2009/01/06 03:39:00	3	DANIEL DE SOLIER 360
-62.268932	-38.731748	2009/01/06 04:29:00	3	ANGEL BRUNEL 600
-62.279282	-38.705178	2009/01/06 05:49:00	3	URUGUAY 
-62.265392	-38.734498	2009/01/06 06:09:00	3	ANGEL BRUNEL 900
-62.279662	-38.696658	2009/01/06 06:39:00	3	PANAMA 180
-62.221152	-38.732088	2009/01/06 08:09:00	3	HIPOLITO BOUCHARD 270
-62.265912	-38.737108	2009/01/06 08:26:00	3	MISIONES 900
-62.276282	-38.725958	2009/01/06 08:41:00	16	ANGEL BRUNEL esq. AVDA COLON
-62.260272	-38.752638	2009/01/06 09:29:00	3	EMILIO ROSAS 210
-62.265902	-38.719338	2009/01/06 09:34:00	17	O HIGGINS 
-62.275692	-38.714418	2009/01/06 10:12:00	3	VIEYTES 600
-62.250422	-38.714938	2009/01/06 10:28:00	3	SGTO CABRAL 600
-62.247212	-38.728838	2009/01/06 10:47:00	3	AVDA GARIBALDI esq. RIVADAVIA
-62.277682	-38.745218	2009/01/06 10:48:00	3	2 PEDRO PICO 180
-62.246772	-38.757808	2009/01/06 11:05:00	3	TARIJA 120
-62.289532	-38.724258	2009/01/06 11:23:00	17	BOLIVIA 600
-62.243392	-38.746368	2009/01/06 11:39:00	3	ESMERALDA 300
-62.264192	-38.705868	2009/01/06 12:07:00	11	12 DE OCTUBRE 600
-62.238302	-38.726828	2009/01/06 13:01:00	3	BALBOA 150
-62.285702	-38.698958	2009/01/06 13:20:00	0	CUYO 
-62.270132	-38.785178	2009/01/06 13:28:00	12	JOSE AVENENTE 390
-62.410962	-38.711788	2009/01/06 14:28:00	1	AVDA PLACIDA PERNICI 300
-62.241932	-38.741998	2009/01/06 14:29:00	1	SAAVEDRA esq. MAESTRO PICCIOLI
-62.262772	-38.739948	2009/01/06 14:58:00	0	RIO NEGRO esq. FRENCH
-62.251892	-38.720578	2009/01/06 15:48:00	11	CORRIENTES 600
-62.285682	-38.693888	2009/01/06 15:53:00	11	INT EDUARDO GONZALEZ 300
-62.280062	-38.725528	2009/01/06 16:20:00	3	RONDEAU 900
-62.271662	-38.717278	2009/01/06 16:38:00	9	GORRITI 
-62.309042	-38.724128	2009/01/06 16:43:00	9	JUNIN esq. PACIFICO
-62.262812	-38.716728	2009/01/06 17:19:00	8	VALENTIN ALSINA 300
-62.287382	-38.727258	2009/01/06 18:31:00	3	DON BOSCO 300
-62.226812	-38.741568	2009/01/06 18:49:00	0	ARAUCANOS esq. CASTELAR
-62.257862	-38.720788	2009/01/06 19:09:00	14	SOLER 300
-62.245472	-38.740088	2009/01/06 19:16:00	3	TARAPACA 
-62.278762	-38.734228	2009/01/06 19:17:00	6	GRAL WENCESLAO PAUNERO 300
-62.202632	-38.694168	2009/01/06 20:08:00	11	SALLIQUELO 150
-62.281172	-38.683678	2009/01/06 21:01:00	3	LA FALDA 270
-62.264412	-38.715368	2009/01/06 21:46:00	17	MITRE 
-62.253222	-38.708008	2009/01/06 22:02:00	3	HUMBOLDT 
-62.256432	-38.706758	2009/01/06 22:12:00	11	CORONEL MARTINIANO RODRIGUEZ 900
-62.305752	-38.712988	2009/01/06 22:25:00	7	DON BOSCO 210
-62.274142	-38.715628	2009/01/06 22:40:00	0	BLANDENGUES esq. VIEYTES
-62.297872	-38.692848	2009/01/06 23:11:00	3	AYACUCHO 300
-62.277872	-38.693348	2009/01/06 23:24:00	3	CUYO 300
-62.227962	-38.675778	2009/01/06 23:39:00	0	CARRINDANGA esq. NEWBERY
-62.292742	-38.728198	2009/01/06 23:49:00	3	JUJUY 600
-62.315322	-38.720908	2009/01/06 23:57:00	3	ENRIQUE JULIO 210
-62.276922	-38.678788	2009/01/07 00:22:00	3	ROBERTO J PAYRO 270
-62.316022	-38.708178	2009/01/07 00:54:00	3	PBRO JUAN BAUTISTA BIGIO 180
-62.273492	-38.713388	2009/01/07 01:50:00	3	PATRICIOS 
-62.280742	-38.707268	2009/01/07 03:40:00	3	ESTOMBA 120
-62.290562	-38.736028	2009/01/07 03:58:00	6	MORENO esq. RIO ATUEL
-62.241652	-38.726938	2009/01/07 07:07:00	3	SOCRATES 150
-62.292572	-38.720228	2009/01/07 07:44:00	3	AVELLANEDA 900
-62.296632	-38.708628	2009/01/07 08:28:00	3	9 DE JULIO 180
-62.243722	-38.709518	2009/01/07 08:44:00	6	GUILLERMO RAWSON 300
-62.280792	-38.697178	2009/01/07 09:16:00	7	MANUEL ALBERTI esq. BOU ROSARIO
-62.290772	-38.733038	2009/01/07 09:26:00	3	CHACO 
-62.296382	-38.725448	2009/01/07 09:41:00	5	JUJUY esq. CHANCAY
-62.195642	-38.723438	2009/01/07 10:32:00	3	JOSE PENNA 330
-62.236492	-38.730898	2009/01/07 11:03:00	0	SOCRATES esq. RASTREADOR FOURNIER
-62.273222	-38.716738	2009/01/07 11:37:00	6	PTE ROCA 
-62.239142	-38.724388	2009/01/07 13:06:00	6	WASHINGTON 900
-62.259212	-38.715988	2009/01/07 13:37:00	0	DORREGO 
-62.279602	-38.723428	2009/01/07 14:15:00	3	ALMAFUERTE 300
-62.264162	-38.719708	2009/01/07 14:25:00	6	BELGRANO 
-62.247822	-38.729328	2009/01/07 16:01:00	2	AVDA GARIBALDI 
-62.287022	-38.729448	2009/01/07 17:25:00	3	GORRITI 150
-62.259402	-38.728308	2009/01/07 17:56:00	0	SAAVEDRA E ING 
-62.209342	-38.702078	2009/01/07 18:28:00	9	REMEDIOS DE ESCALADA DE SAN MARTIN 390
-62.260772	-38.720068	2009/01/07 18:39:00	3	SAN MARTIN 300
-62.278282	-38.712028	2009/01/07 19:26:00	15	BRAVARD 
-62.264632	-38.726208	2009/01/07 20:09:00	3	BERUTI 300
-62.233852	-38.732118	2009/01/07 20:22:00	6	MARIANO NECOCHEA 600
-62.265782	-38.749518	2009/01/07 21:24:00	3	EMILIO ROSAS 180
-62.260552	-38.718538	2009/01/07 21:29:00	19	LAS HERAS esq. SOLER
-62.271902	-38.782408	2009/01/07 22:20:00	12	VELEZ SARSFIELD 390
-62.300612	-38.723868	2009/01/07 22:34:00	0	PAMPA CENTRAL esq. ENTRE RIOS
-62.263452	-38.731598	2009/01/07 22:56:00	3	ING LUIGGI 300
-62.401402	-38.713478	2009/01/07 23:11:00	3	SARMIENTO 300
-62.240822	-38.739488	2009/01/07 23:27:00	3	LIBERTAD 
-62.391482	-38.718068	2009/01/07 23:36:00	19	CHICLANA esq. AVDA 25 DE MAYO
-62.301432	-38.697268	2009/01/07 23:53:00	3	DR ADOLFO BILDER EX LOS AROMOS 270
-62.271232	-38.693818	2009/01/08 00:08:00	11	COLOMBIA 900
-62.247502	-38.727078	2009/01/08 00:14:00	0	JUAN BAUTISTA ALBERDI esq. 14 DE JULIO
-62.271912	-38.765758	2009/01/08 02:42:00	6	MAESTRO PICCIOLI 300
-62.272692	-38.753198	2009/01/08 02:50:00	3	ESTADOS UNIDOS 210
-62.262592	-38.715148	2009/01/08 05:18:00	3	LA MADRID 
-62.261342	-38.733458	2009/01/08 06:21:00	3	MISIONES 300
-62.273412	-38.707208	2009/01/08 07:17:00	3	TRELEW 
-62.251132	-38.707918	2009/01/08 08:40:00	3	D ORBIGNY 
-62.239722	-38.714678	2009/01/08 09:40:00	3	JUAN BAUTISTA BAIGORRIA 900
-62.237802	-38.734558	2009/01/08 11:21:00	9	JUAN BAUTISTA ALBERDI 210
-62.297572	-38.733438	2009/01/08 11:25:00	3	GRAL PABLO RICCHIERI 300
-62.398562	-38.719228	2009/01/08 11:49:00	3	AVDA MANUEL BELGRANO 
-62.283142	-38.705438	2009/01/08 12:10:00	3	ESTOMBA 120
-62.269112	-38.778888	2009/01/08 12:34:00	13	JOSE SISCO 300
-62.281782	-38.721738	2009/01/08 12:54:00	0	BLANDENGUES esq. ALMAFUERTE
-62.275792	-38.768538	2009/01/08 13:13:00	13	DIONISIO BRIHUEGA 240
-62.295852	-38.709278	2009/01/08 13:17:00	0	FRANCIA 600
-62.262322	-38.723458	2009/01/08 13:29:00	3	VILLARINO 
-62.292342	-38.734668	2009/01/08 14:31:00	3	RIO ATUEL 
-62.301072	-38.696148	2009/01/08 16:16:00	3	DR ANTONIO MONTEIRO EX LOS CHAÑARES 270
-62.269462	-38.785998	2009/01/08 17:17:00	7	LORENZO MASCARELLO 390
-62.296302	-38.731698	2009/01/08 17:26:00	3	PATRICIOS 180
-62.252972	-38.714768	2009/01/08 18:07:00	3	CATRIEL 300
-62.263352	-38.727198	2009/01/08 18:47:00	2	BERUTI 600
-62.256882	-38.736848	2009/01/08 18:50:00	3	CHUBUT 300
-62.291742	-38.697468	2009/01/08 19:00:00	3	AYACUCHO 240
-62.278022	-38.743568	2009/01/08 19:27:00	0	AV ARIAS esq. PEDRO PICO
-62.278802	-38.734198	2009/01/08 19:36:00	3	GRAL WENCESLAO PAUNERO 300
-62.267192	-38.713138	2009/01/08 19:44:00	6	MITRE 300
-62.302622	-38.729108	2009/01/08 19:52:00	3	PACIFICO 900
-62.207762	-38.709778	2009/01/08 19:55:00	0	IGNACIO PIROVANO 210
-62.271282	-38.775418	2009/01/08 20:07:00	19	LAUTARO esq. JAMES HARRIS
-62.280102	-38.730988	2009/01/08 20:37:00	3	O HIGGINS 120
-62.290132	-38.730208	2009/01/08 20:50:00	3	PTE ROCA 150
-62.271282	-38.775418	2009/01/08 20:52:00	19	LAUTARO esq. JAMES HARRIS
-62.207822	-38.697928	2009/01/08 21:39:00	11	FLORENCIO MOLINA CAMPOS 150
-62.216382	-38.698118	2009/01/08 21:43:00	11	LAHUAL 
-62.260462	-38.773948	2009/01/08 22:05:00	3	JUAN PLUNKETT 300
-62.276612	-38.713748	2009/01/08 22:11:00	0	VIEYTES 600
-62.290122	-38.728528	2009/01/08 22:15:00	7	CATAMARCA 600
-62.283202	-38.728098	2009/01/08 22:18:00	3	RONDEAU 120
-62.269362	-38.755258	2009/01/08 22:35:00	12	ECUADOR 210
-62.287672	-38.738638	2009/01/08 22:55:00	3	DONADO 210
-62.290422	-38.731668	2009/01/09 00:06:00	3	PAMPA CENTRAL 300
-62.260662	-38.748768	2009/01/09 00:28:00	3	GRAL WENCESLAO PAUNERO 180
-62.267592	-38.747388	2009/01/09 00:49:00	3	LUIS PIEDRA BUENA 150
-62.284902	-38.734838	2009/01/09 01:19:00	3	O HIGGINS 150
-62.265022	-38.708468	2009/01/09 01:20:00	0	AVDA ALEM 600
-62.225842	-38.745558	2009/01/09 04:01:00	3	RIVADAVIA 330
-62.266692	-38.716738	2009/01/09 04:27:00	0	SARMIENTO 
-62.266712	-38.716748	2009/01/09 06:35:00	6	SARMIENTO 
-62.391482	-38.718068	2009/01/09 08:44:00	5	AVDA 25 DE MAYO esq. CHICLANA
-62.303272	-38.706588	2009/01/09 09:36:00	3	PABLO ACOSTA 600
-62.193762	-38.751368	2009/01/09 09:42:00	3	RAFAEL OBLIGADO 480
-62.265072	-38.716708	2009/01/09 09:58:00	6	ZELARRAYAN 
-62.276942	-38.772908	2009/01/09 10:01:00	12	JOSE SISCO 270
-62.271912	-38.770568	2009/01/09 10:08:00	12	PESQUERO USURBIL 270
-62.266162	-38.719558	2009/01/09 10:10:00	6	O HIGGINS 
-62.287002	-38.745418	2009/01/09 10:51:00	12	CNEL VIDAL 600
-62.263352	-38.735088	2009/01/09 11:06:00	5	MISIONES 600
-62.279342	-38.733778	2009/01/09 11:07:00	6	FITZ ROY esq. GRAL WENCESLAO PAUNERO
-62.398562	-38.719228	2009/01/09 11:51:00	3	AVDA MANUEL BELGRANO 
-62.257002	-38.747828	2009/01/09 12:05:00	5	CNEL RAMON L FALCON esq. VENEZUELA
-62.266882	-38.715088	2009/01/09 12:39:00	3	CORONEL MARTINIANO RODRIGUEZ 
-62.264322	-38.719838	2009/01/09 12:53:00	3	DONADO esq. CHICLANA
-62.260492	-38.747058	2009/01/09 12:55:00	12	HONDURAS 120
-62.255932	-38.711088	2009/01/09 13:13:00	3	VALENTIN ALSINA 829 DTO 
-62.287502	-38.705408	2009/01/09 13:17:00	6	CNEL MALDONADO esq. VIEYTES
-62.230462	-38.729378	2009/01/09 13:43:00	3	MARIANO NECOCHEA 900
-62.269402	-38.722298	2009/01/09 14:47:00	3	O HIGGINS 
-62.266882	-38.743888	2009/01/09 15:11:00	11	GRAL WENCESLAO PAUNERO 120
